Topic,Count,theme1,theme2,Name,Representation,Representative_Docs,,,,,,,,,,,,,,,,,,,,,
247,113,Utility,Emotional Support,247_Cute_Itaewon_Cute_Cute_Cute,"['cute', 'Itaewon', 'cute beauty', 'cute beora', 'subject', 'atmosphere', 'eating show', 'let's do it', 'cute', 'eating show only']","['I don't mean to disparage Ahn Hyun-song's videos, but each video has its own atmosphere. Please maintain the atmosphere. If it's serious content, I recommend lowering the tension and doing a mukbang instead of making it too happy', 'Ahn Hyun-song, please just make the mukbang topic fun. Ahn Hyun-song, it's good that you work hard to make videos, but I don't think a heavy topic should go well with mukbang. It looks more like you're wearing a suit and talking, so I think it would be better to change it', 'Ahn Hyun-song, just make the mukbang topic fun. Ahn Hyun-song, it's good that you work hard to make videos, but I don't think a heavy topic should go well with mukbang. It looks more like you're wearing a suit and talking, so I think it would be better to change it']",,,,,,,,,,,,,,,,,,,,,
248,243,Utility,Reproduction,248_You_give_birth_give_birth,"['You', 'give birth', 'give birth', 'give birth', 'want to', 'give a baby', 'seems to give birth', 'want to give birth', 'give birth', 'want to do it']","['If you have a good job for life, you'll have a lot of children', 'If you look at it, it's good to have children quickly and raise them quickly, but don't be so quick to think about it', 'If you look at it, it's good to have children quickly and raise them quickly, but don't be so quick to think about it']",,,,,,,,,,,,,,,,,,,,,
249,102,,,249_Younghee's_Younghee_Youngheejo_Ilsoon,"['Younghee's', 'Younghee', 'Youngheejo', 'Ilsoon-i', 'Lee Soon-i', 'Because I said it', 'Younghee-ga', 'Because I said it']","['Younghee's father with the fifth daughter, so there are 1st Ilsoon, 2nd Leesoon, 3rd Samsoon, and 4th Sasaoon, so 4 out of 5 names with the name Younghee did not appear, so the remaining 5th is Younghee, right?', 'Younghee's father with the fifth daughter, so there are 1st Ilsoon, 2nd Leesoon, 3rd Samsoon, and 4th Sasaoon, so 4 out of 5 names with the name Younghee did not appear, so the remaining 5th is Younghee, right?', 'Younghee, it's Younghee's father with the fifth daughter, so there are 1st Ilsoon, 2nd Leesoon, 3rd Samsoon, and 4th Sasaoon, so 4 out of 5 names with the name Younghee did not appear, so the remaining 5th is Younghee.']",,,,,,,,,,,,,,,,,,,,,
250,109,Utility,Emotional Support,250_Pretty_Prettyㅠㅠ_Pretty_I_Would_Like_It,"['Pretty', 'Prettyㅠㅠ', 'Pretty', 'I'll do it', 'ㅠThat's what I mean', 'I have to change', 'Let's live for the sake of others', 'It won't workㅠ', 'You're right', 'Myself']","['So pretty', 'ㅠ The answer is to live for myself', 'ㅠ The answer is to live for myself']",,,,,,,,,,,,,,,,,,,,,
251,149,Utility,Emotional Support,251_Handsome_Face_Because_He_is_Handsome_We_Look_Like_Him,"['handsome', 'face', 'because he's handsome', 'looks alike', 'you're handsome', 'if you're ugly', 'recent situation', 'good looking', 'looks good', 'pretty']","['But he's really handsome', 'Is that the suspicious housekeeper Hye-gyeol? He looks like a woman', 'Is that the suspicious housekeeper Hye-gyeol? He looks like a woman']",,,,,,,,,,,,,,,,,,,,,
252,255,Utility,Reproduction,252_Originally_Growing_with_a_positive_face,"['originally', 'growing up', 'face', 'in amniotic fluid', 'growing up', 'growing up', 'changing', 'face', 'face', 'baby']","['Babies come out with their faces and bodies swollen and bruised in the amniotic fluid at first. They say they're ugly and put them back in. Is that really your husband? I really hate that.', 'They change as they grow up. All you have to do is grow taller. If you're still ugly when you grow up, you can get plastic surgery. You can't grow taller, so just grow taller.', 'They change as they grow up. All you have to do is grow taller. If you're still ugly when you grow up, you can get plastic surgery. You can't grow taller, so just grow taller.']",,,,,,,,,,,,,,,,,,,,,
253,140,,,253_ㅋㅋㅋㅋㅋㅋㅋㅋㅋ_2nd_life_ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['ㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '2nd time', 'Life', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'Life 2nd time', 'Set me up', 'Turn me aroundㅋㅋㅋ', 'No way', 'It's the beginningㅋㅋㅋ', 'Oh my goshㅋㅋㅋ']","['ㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋ']",,,,,,,,,,,,,,,,,,,,,
254,244,,,254_People_are_not_careful,"['people', 'humans', 'careful', 'no', 'victims', 'videos', 'each person', 'malicious comments', 'actions', 'other people']","['My perception has changed a lot after watching Wave's Nam Ui Yeon-ae. They are just the same people, and their gender was determined by God. They are happy, so I don't think it's right for people who haven't suffered any harm to criticize them. If my child did that, I'd be hurt, but I don't think the level of love will change. I think that each person has the right to choose their own life.', 'I know that what those who criticize the victim are saying is true, but I'm a little taken aback because it happened, and I'm not saying that they want to insult the victim.', 'I know that what those who criticize the victim are saying is true, but I'm a little taken aback because it happened, and I'm not saying that they want to insult the victim.']",,,,,,,,,,,,,,,,,,,,,
255,157,Population Structure,State Intervention,255_Support_Government_Support_Please,"['support', 'support', 'government', 'support me', 'support', 'country', 'giving', 'should support me', 'should support me', 'government']","['We need to support', 'We need to support', 'Don't look at it as a figure of 280 trillion, but look at whether it is given to one household. In some regions, the city should completely eliminate it and only provide national support. At least until the children go to elementary school, don't reduce it and give it as is. If you just give it to them, it will be meaningful to give money.']",,,,,,,,,,,,,,,,,,,,,
256,145,Utility,Reproduction,256_Baby_Nine_Hello_Baby9,"['Baby', 'Nine', 'Hello', 'Baby9', 'Babies', 'Mama's Boy', 'Baby Part 2', 'Baby Fair', 'Baby's', 'Baby Likes']","['Baby', 'Baby', 'Baby']",,,,,,,,,,,,,,,,,,,,,
257,184,,,257_It's funny when you fall down_The kid who falls down_Falls down,"['when falling', 'that's funny', 'the kid who falls', 'falling', 'falling', 'falling', 'falling', 'falling', 'falling', 'on the knee']","['Everyone stiffens when a child falls ㅋㅋㅋㅋㅋㅋㅋㅋㅋ It's so funny', 'The parents' strange meaning of the classification towel hahahahaha funny', 'The parents' strange meaning of the classification towel hahahahaha funny']",,,,,,,,,,,,,,,,,,,,,
258,108,Health,Fear of Childbirth,258_head_hair_eyebrows_hair volume,"['head', 'hair', 'eyebrows', 'hair volume', 'thickness', 'hair a little', 'better than me', 'hair', 'when I was young', 'hair thickness']","['Your hair is cute', 'My mom had a lot of hair, but after she had me and my sister, her hair became thinner', 'My mom had a lot of hair, but after she had me and my sister, her hair became thinner']",,,,,,,,,,,,,,,,,,,,,
259,173,,,259_Kick Service_Beat_Vocal_Real_Action,"['Kick Service', 'Beat', 'Gokseong', 'Silsapan', 'That Side', 'Silver Medal', 'Busan', 'Jeonjjogi', 'Matched ㅋㅋ', 'Cutie']","['Kick service', 'Kick service', 'Kick service prediction ㄷㄷ']",,,,,,,,,,,,,,,,,,,,,
260,284,,,260_Thank you_I'm sad_Thank you_The liquid is,"['Thank you', 'I'm sad', 'Thank you', 'It's a waste of time', 'Can you speak', 'I don't think I'll take a picture', 'I'm giving birth', 'I said that much', 'I'm taking a picture', 'Even if my husband is sick']","['Thank you', 'Thank you', 'Thank you']",,,,,,,,,,,,,,,,,,,,,
261,103,Values,Individualism,261_Cha Seung-won_Hongcha_You're awesome_Cha Seung-won,"['Cha Seung-won', 'Hongcha-nim', 'Cool', 'Mr. Cha Seung-won', 'Cool', 'Good values', 'Mr. Cha Seung-won's', 'Mr. Cha Seung-won', 'Cool man', 'Having']","['Cha Seung-won is cool', 'Cha Seung-won is cool', 'Cha Seung-won is cool']",,,,,,,,,,,,,,,,,,,,,
262,130,,,262_Alien_Aliens_Aggro_Minions,"['Alien', 'Alien is', 'Agro', 'Minions', 'It's turning off', 'It's called an alien', 'Alien', 'Raonㅋㅋ', 'You don't have to do it', 'If you don't want to']","['At first, the bald old man really looked like an alien', 'Alien is like this', 'Alien']",,,,,,,,,,,,,,,,,,,,,
263,142,Population Structure,State Intervention,263_Support_taxes_with_money_with_taxes,"['with money', 'tax', 'support', 'with taxes', 'money is', 'spread', 'populism', 'money', 'give', 'to people']","['Such populist policies, lol. What if they just collect taxes? lol', 'But even if they say they'll support us through broadcasts, will all the money go to the people? If I say I give them 1 million won, I think the broadcasting station will take 780, so I can't support or sponsor them.', 'But even if they say they'll support us through broadcasts, will all the money go to the people? If I say I give them 1 million won, I think the broadcasting station will take 780, so I can't support or sponsor them.']",,,,,,,,,,,,,,,,,,,,,
264,158,Values,Conflict,264_Drama_Upload_Story_4d,"['drama', 'upload', 'story', '4D', 'horror movie', 'thought it was a horror movie', 'thought it was a zombie', 'can it be done', 'animation', 'coming out']","['I thought it was a drama', 'I thought it was a drama', 'It wasn't a drama']",,,,,,,,,,,,,,,,,,,,,
265,111,Utility,Emotional Support,265_Follow_Fall_Minions_Baby,"['Follow', 'When I Fall', 'Minions', 'Baby', 'Broken', 'I'm Going', '60 Years', '20', 'Open Your Eyes', 'Bones']","['When I fall, I hear a minion sound', 'When I fall, I hear a minion sound', 'When I fall, I hear a minion sound']",,,,,,,,,,,,,,,,,,,,,
266,175,Utility,Emotional Support,266_I'm jealous_the best_thank you_thank you,"['I'm jealous', 'the best', 'thank you', 'thank you', 'thrilling', 'im excited', 'excited', 'thankful', 'thankful', 'thankful', 'thankful', 'so Korean']","['the best', 'the best', 'the best']",,,,,,,,,,,,,,,,,,,,,
267,195,,,267_Filter_Imalddong_Malddongi_My name is,"['filter', 'Imalddong', 'Malddongi', 'My name is', 'Kimming', 'filterim', 'old', 'dog', 'there', 'smell']","['It's so funny that there's shit in the comments ㅋㅋㅋㅋ', 'Spoof', 'Spoof']",,,,,,,,,,,,,,,,,,,,,
268,316,Utility,Reproduction,268_Mom_Holds_My_Braveness_Forgets_It,"['Mom', 'Holding', 'Courage', 'Forgetting', 'Me Too', 'Right Now', 'Each Other', 'Can Be Done', 'Not Yet', 'Come Back']","['It's hard right now because I raised four children on my own. As time goes by, they say that gazelles were the prettiest back then. It's hard for me as a mom, so I don't see that. Now that I'm raising them all, they're really prettier. I think to myself, you raised them all by yourself. You did well.', 'It's a shame for both of you. You have a long road ahead of you and you must have a lot of things you want to do. I hope you can forget all that and be happy with Kongkong. You have great courage to have a child. I'll pray that you can go all the way.', 'It's a shame for both of you. You have a long road ahead of you and you must have a lot of things you want to do. I hope you can forget all that and be happy with Kongkong. You have great courage to have a child. I'll pray that you can go all the way.']",,,,,,,,,,,,,,,,,,,,,
269,199,Chidrearing cost,Expense,269_One by one_Everything_will be fine,"['One by one', 'It's visible', 'Anything', 'It'll be okay', 'Forward', 'The future', 'I'm rooting for you', 'Slowly', 'The time', 'Fighting']","['If you just have the thought of wanting to get full marks, that alone seems lovely', 'This life is living like this, somehow it's hard, but I seem to be confident that there's a next life', 'This life is living like this, somehow it's hard, but I seem to be confident that there's a next life']",,,,,,,,,,,,,,,,,,,,,
270,94,Chidrearing cost,Chid Safety,270_Child Abuse_Abuse_Killed_But_Abuse,"['child abuse', 'abuse', 'killed', 'abuse', 'animal abuse', 'feeding', 'it's child abuse', 'isn't it abuse', 'only 6 years', 'abuse']","['child abuse', 'child abuse', 'child abuse']",,,,,,,,,,,,,,,,,,,,,
271,228,Chidrearing cost,Chid Safety,271_6 years_Just_Killing_a_Judge,"['6 years', 'at most', 'judge', 'killing', '6 years', '6 years', 'killed', 'dying', 'killing a person', 'murder']","['If something like this really happens, I should go on a trip to Yanbian to get to know the people. Even that kind of trash lasts six years, so tell them to do their laundry for six years and let them leave as soon as they get out.', 'Six years for murder is good. If it gets too hard, just kill someone you don't want to see, rest for six years, and then come out. I'll give you a place to stay and everything you need to eat.', 'Six years for murder is good. If it gets too hard, just kill someone you don't want to see, rest for six years, and then come out. I'll give you a place to stay and everything you need to eat.']",,,,,,,,,,,,,,,,,,,,,
272,107,Chidrearing cost,Chid Safety,272_Jung Ji-hoon_Mind_Mind is_Jung Ji-hoon,"['Jung Ji-hoon', 'Mind', 'Mindga', 'Jung Ji-hoon-nim', 'Cool', 'Mr. Jung Ji-hoon', 'Jung Ji-hoon is', 'As expected', 'Cool', 'Just a story']","['Jung Ji-hoon is cool', 'Jung Ji-hoon is cool', 'Jung Ji-hoon is cool']",,,,,,,,,,,,,,,,,,,,,
273,100,,,273_Motorcycle_Why_do_you_understand_motorcycles,"['motorcycle', 'motorcycle', 'understanding', 'why', 'behind', 'don't know', 'on a motorcycle', 'riding', 'sexual assault', 'victim']","['There are so many crazy people in the comments. Most of them say that it is the victim's fault for riding a motorcycle, but when people who write such comments see news about sexual assault, they say things like, ""The victim was sexually assaulted because she was dressed like that,"" or ""She was assaulted because she was walking down that road,"" and blame the victim.', 'Why are you riding a motorcycle?', 'Why are you riding a motorcycle?']",,,,,,,,,,,,,,,,,,,,,
274,128,Utility,Socialization,274_Leukemia_Leukemia is_Leukemia is_Leukemia,"['leukemia', 'leukemia is', 'leukemia', 'leukemia to', 'complete cure', 'white blood cells', 'treatment', 'white blood cells', 'complete cure', 'quickly']","['Leukemia these days is different from before, but the situation is just so sad ㅠㅠ The daughter enjoys singing with her dad without knowing anything, and the dad finds out his daughter has leukemia and tries to not show it by singing a song ㅠ', 'Leukemia these days is different from before, but the situation is just so sad ㅠㅠ The daughter enjoys singing with her dad without knowing anything, and the dad finds out his daughter has leukemia and tries to not show it by singing a song ㅠ', 'Please give birth to a child with leukemia']",,,,,,,,,,,,,,,,,,,,,
275,127,,,275_Kim Ming_Kim Ming_Guo Yeo Wo_Luo An,"['Kim Ming', 'Kim Mingnim', 'Guo Yeo Wo', 'Ruo An', 'Jang Chen', 'Huh Huh Huh', 'Filter', 'Ling Kong Ah', 'Loui Ga', 'Jumping']","['What is the name of the Kimming filter?', 'Kimming Fighting', 'Kimming']",,,,,,,,,,,,,,,,,,,,,
276,129,Utility,Emotional Support,276_Baby_is_cute_Baby_is_cute_ttara,"['Baby', 'cute', 'baby-like', 'baby-like', 'kiyeop-tta', 'oh my gosh, so sadㅋㅋ', 'baby-cuteㅠㅠ', 'baby-cute', 'amazing', 'you look happy', 'baby-like']","['The baby is so cute', 'The baby is so cute', 'The baby is so cute']",,,,,,,,,,,,,,,,,,,,,
277,176,Values,Gender Equality,277_Husband_I_envy_my_husband_wife,"['husband', 'husband', 'envious', 'wife', 'husband', 'blessed', 'wife', 'responsibility', 'because he's my husband', 'you must be surprised']","['I envy my husband', 'I envy my husband', 'I envy my husband']",,,,,,,,,,,,,,,,,,,,,
278,128,Utility,Socialization,278_It's gold_Who is gold_It's gold,"['Golden', 'Golden', 'Who', 'Golden's', 'Now', 'Golden's', 'Golden's', 'Ingayong', 'Don't snipe in the old days', '10 or so']","['Golden', 'Who is Gold', 'Who is Gold']",,,,,,,,,,,,,,,,,,,,,
279,224,Utility,Socialization,279_My_mother_told_me_when_I_was_young,"['to me', 'mom', 'I', 'when I was young', 'center', 'to mom', 'did', 'look at', 'to dad', 'given']","['The comments here are really shocking. One side says it's harder and the one who's having a hard time doesn't feel hard. You said it was hard, but if your parents say it's harder, you'll get mad, so why'd you do that?', 'My younger sister is a princess. I do all the dishes and laundry at home, but my younger sister is in the 4th grade, so let's get easy. When she's in the 6th grade, she says let's get easy, because she's in the 6th grade. If she acts sorry and acts that way, I have nothing to say, but she just looks at me like I'm funny and does what she has to do and doesn't do any housework. My mom gets mad at me when she comes home and looks at the state of the house, and acts as if it's all my fault. When I complain, she tells me to get easy because she's a woman, and when my younger sister hits her and hits her on the head, she says that men don't hit women. My dad, who's a total idiot, doesn't buy me things I ask for, but he buys my younger sister things like a 2-on-2 album that costs over 50,000 won without thinking. This is me being overly sensitive.', 'My younger sister is a princess. I do all the dishes and laundry at home, but my younger sister is in the 4th grade, so let's get easy. [When I was in the 6th grade, I said, ""Let it go because I'm in the 6th grade."" If I acted like I was sorry, I would have nothing to say, but she just looked at me like I was funny and did what she had to do and didn't do any housework. My mom came home and looked at the condition of the house and got mad at me and talked to me like it was all my fault. When I complained, she said to let it go because she's a girl, but when my younger sibling hit me and hit me on the head, he said that men don't hit women. My dad, a total idiot, doesn't buy me things when I ask him to, but he buys my sibling things like a 2-on-2 album that costs over 50,000 won without thinking. This is just me being overly sensitive.]",,,,,,,,,,,,,,,,,,,,,
280,162,Utility,Emotional Support,280_Idol_Hyun Song-ah_Hyun Song_Song,"['Idol', 'Hyun Song-ah', 'Hyun Song-nim', 'Song', 'Seventeen', 'Will it be', 'Rise', 'Ahn Hyun Song-nim', 'Cursor', 'Later']","['You're so pretty that you'll be an idol when you grow up', 'You're so pretty that you'll be an idol when you grow up', 'What it means to be an idol']",,,,,,,,,,,,,,,,,,,,,
281,164,Population Structure,Low Fertility,281_Low_Birth_Rate_Low_Birth_Rate_Birth_Rate,"['low birth rate', 'birth rate', 'low birth rate', 'birth rate', 'our country', 'low birth rate', 'population density', 'low birth rate', 'low birth rate', 'more than us', 'low birth rate people']","['Reasons for low birth rate', 'low birth rate', 'low birth rate']",,,,,,,,,,,,,,,,,,,,,
282,115,Chidrearing cost,Expense,282_ㅡㅡ_I_want_to_have_a_grandchildㅡMy_son_doesn't_careㅜ,"['ㅡㅡ', 'Grandson', 'I want oneㅡson', 'Please don't careㅜ시나', 'You're an adult', 'Soㅡ39 years old', 'Sit up', 'Is it difficultㅡㅡanyway', 'I'm good at itㅣ', 'Uncle, give me some allowanceㅜㅜㅡ']","['That's right. I'm a wooden medalist. That's why I'm 39 and still single. I really want to see my grandchildren. My son has dimples on both sides.', 'I earned a lot of money to support my family and buy a house, but I'm complaining that it's hard and the taxi driver said that.', 'I earned a lot of money to support my family and buy a house, but I'm complaining that it's hard and the taxi driver said that.']",,,,,,,,,,,,,,,,,,,,,
283,107,Population Structure,Early Marriage and Chidbearing,283_14 years old_22 years old_174 years old_14 years old,"['At 14', '22 years old', '174cm', '14 years old', '15 years old', 'ideal type', 'minor', 'when I was 26', '28-year-old man', 'can go out']","['Birth rate - Marriageable age is 15, so minors can get married without parental consent', 'Oh my gosh lol. They say they're 21, but it says they're 22, so did you check that?', 'Oh my gosh lol. They say they're 21, but it says they're 22, so did you check that?']",,,,,,,,,,,,,,,,,,,,,
284,161,,,284_The_Bun_Do_Is_Anger_With_Your_Eyes,"['bundoga', 'yok-eul', 'with eyes', 'anger', 'seeing', 'anger', 'bundoga', 'hane', 'typo', 'yok-i']","['What, the reporter pronounced 'Ssat-ssat-ee' as 'Sa-sati', 'What, the reporter pronounced 'Ssat-ssat-ee' as 'Sa-sati', 'I haven't learned how to curse with my mouth yet, so I'll just do it with my eyes and see']",,,,,,,,,,,,,,,,,,,,,
285,279,,,285_ke ...,"['ㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅠㅠㅠㅠㅠㅠㅠㅠ', '앜ㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅠㅠㅠㅠㅠㅠㅠㅠㅠ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']","['ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']",,,,,,,,,,,,,,,,,,,,,
286,121,,,286_daebak_kekekekekekekekekekekekeke_possible_wow daebak,"['daebak', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'possible', 'wow daebak', 'so possible', 'ㄷㄷ', 'oh my', 'next to the baby', 'it's small', 'wow yeah']","['daebak', 'daebak', 'daebak']",,,,,,,,,,,,,,,,,,,,,
287,135,,,287_Recommendation_Crisis_Life_King_Received,"['recommendation', 'crisis', 'life', 'received', 'recommendation', 'received', 'maximum', 'recent', 'maximum', 'envious']","['recommendation', 'recommendation', 'recommendation']",,,,,,,,,,,,,,,,,,,,,
288,183,,,288_Chicken_Eating_Chicken_Smiling,"['chicken', 'smiling', 'chicken', 'eating', 'it's chicken', 'are you eating', 'Baek Jong-won', 'it's chicken', 'talking', 'smiling']","['What's the name of the chicken?', 'I'm really curious, that's chicken chicken. It looks really delicious.', 'I'm really curious, that's chicken chicken. It looks really delicious.']",,,,,,,,,,,,,,,,,,,,,
289,148,Population Structure,State Intervention,289_Tax_Income Tax_Income Tax Exemption_Exemption,"['tax', 'income tax', 'income tax exemption', 'exemption', 'tax', 'tax amount', 'income tax exemption is', 'need to pay', 'exemption is', 'pay']","['Income tax exemption is strong', 'Income tax exemption is strong', 'Income tax exemption']",,,,,,,,,,,,,,,,,,,,,
290,110,,,290_Neck Medal_Neck Medal_Neck Medal_Mona Lisa,"['Mokmedal', 'Mokmaedal', 'Mokmedalineuniyo', 'Mona Lisa', 'Reason', 'Sarangdon', 'Natnekeu', 'Naemo', 'Iceberg', 'Deuth']","['I'm a wooden medal ㅠㅠ', 'A nursing home is better than a wooden medal', 'A nursing home is better than a wooden medal']",,,,,,,,,,,,,,,,,,,,,
291,87,Population Structure,State Intervention,291.6 billion lives were lost,"['600 million', 'life', 'at most', 'lost', '600 million', 'life', 'only 600 million', 'with money', 'disappeared', 'precious']","['Lost a life, but only 600 million', 'A life of only 600 million', 'A life of 600 million']",,,,,,,,,,,,,,,,,,,,,
292,81,Population Structure,State Intervention,292_280 trillion_300 trillion_Where_Hundreds of trillions,"['280 trillion', '300 trillion', 'where', 'hundreds of trillions', '280 trillion is', '280 trillion', 'hundreds of trillions', 'write', '224k', '200 trillion is']","['280 trillion spent, world's number one, amazing', 'Where did 280 trillion go?', 'I like 280 trillion']",,,,,,,,,,,,,,,,,,,,,
293,114,Utility,Emotional Support,293_My_daughter_is_pretty_and_my_daughter_is_pretty,"['daughter', 'pretty', 'with daughter', 'pretty', 'big one', 'daughter', 'I wanted to have one', 'like daughters', 'I'll raise it', 'I wish I had a child like that']","['My daughter is cute', 'My daughter is very pretty', 'My daughter is very pretty']",,,,,,,,,,,,,,,,,,,,,
294,106,,,"294_I thought he was Korean, but he's Chinese_he's Chinese_in China","['I thought he was Korean', 'China', 'He's Chinese', 'In China', 'He seems to be mixed race', 'He was Chinese', 'Because he's Chinese', 'He looks Chinese', 'He's Chinese', 'He was Chinese']","['At first I thought you were Korean', 'At first I thought you were Korean', 'At first I thought you were Korean']",,,,,,,,,,,,,,,,,,,,,
295,101,Utility,Emotional Support,295_It's cute_It's cute_I saw itㅋㅋwoof woof_ㅠㅠ,"['cute', 'cuteness', 'I saw itㅋㅋwoofwoof', 'ㅠㅠ', 'cuteㅠㅠ', 'cuteㅋㅋ', 'cute', 'on Instagram', 'cuteweiiiii', 'cuteㅋㅋㅋㅋ']","['cute', 'cute', 'cute']",,,,,,,,,,,,,,,,,,,,,
296,171,Utility,Emotional Support,296_Grow up healthily_Grow up healthily_,"['Healthy', 'Grow up', 'Grow up', 'Healthy', 'Become pretty', 'Grow up', 'Pretty', 'Grow up', 'Pretty', 'Grow up']","['Grow up healthy and strong', 'Grow up strong', 'Grow up strong']",,,,,,,,,,,,,,,,,,,,,
297,219,Utility,Reproduction,297_The baby_the baby_the child_told_you_not_to_go,"['baby', 'baby', 'child', 'don't go', 'babies', 'it's frustrating', 'the first one too', 'raising', 'like that', 'the child']","['Even though the baby looks fine, it seems like they're upset', 'They're so cute when you see them cheering for you to hug them', 'They're so cute when you see them cheering for you to hug them']",,,,,,,,,,,,,,,,,,,,,
298,152,Chidrearing cost,Chid Safety,298_Are you a person_What are you doing_Is that your mother,"['Is he a person?', 'What are you doing?', 'That', 'Is he a mother?', 'A person?', 'A human being?', 'An animal too?', 'Normal?', 'No?', 'From a person's mouth?']","['What the hell are you doing', 'You're really crazy. How can a human be like that? This is really amazing. It seems like people are worse than animals. How can a human be like that? What the hell are you doing?']",,,,,,,,,,,,,,,,,,,,,
299,200,Utility,Reproduction,299_Daughter_To_Me_Mother_Father,"['daughter', 'to me', 'mother', 'father', 'mother', 'mother', 'please give', 'parents', 'mother', 'please']","['Give me your daughter's mother', 'Give me your daughter's mother', 'Give me your daughter's mother']",,,,,,,,,,,,,,,,,,,,,
300,124,Values,Individualism,300_It's comfortable to travel alone,"['Alone', 'Living alone', 'Traveling', 'Comfortable', 'Just', 'Comfortable', 'What I want', 'Have to endure', 'Without family knowing', 'Filling']","['It's the most comfortable to just live alone', 'It's okay to be alone, there are too many risks to take and give up to fill the loneliness', 'It's okay to be alone, there are too many risks to take and give up to fill the loneliness']",,,,,,,,,,,,,,,,,,,,,
301,131,Utility,Emotional Support,301_cute_cute_so_cute,"['cute', 'cute', 'so', 'cute', 'oh my', 'cute', 'cute', 'cute', 'cute', 'beautiful', 'elegant']","['So cute', 'So cute', 'So cute']",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
